customerID,Churn,customer.SeniorCitizen,customer.tenure,account.Charges.Monthly,account.Charges.Total,cuentas_diarias,gender_Male,customer.Partner_Yes,customer.Dependents_Yes,phone.PhoneService_Yes,phone.MultipleLines_No phone service,phone.MultipleLines_Yes,internet.InternetService_Fiber optic,internet.InternetService_No,internet.OnlineSecurity_No internet service,internet.OnlineSecurity_Yes,internet.OnlineBackup_No internet service,internet.OnlineBackup_Yes,internet.DeviceProtection_No internet service,internet.DeviceProtection_Yes,internet.TechSupport_No internet service,internet.TechSupport_Yes,internet.StreamingTV_No internet service,internet.StreamingTV_Yes,internet.StreamingMovies_No internet service,internet.StreamingMovies_Yes,account.Contract_One year,account.Contract_Two year,account.PaperlessBilling_Yes,account.PaymentMethod_Credit card (automatic),account.PaymentMethod_Electronic check,account.PaymentMethod_Mailed check
1970-KKFWL,0,0,0.10704778280226637,-1.3780183230566818,-0.6541129292835962,-1.3745290102371577,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
1971-DTCZB,0,0,1.6137012404433895,0.8703930181680832,1.848055993635987,0.8687042709824989,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
1972-XMUWV,0,0,1.328658694403177,-0.16490651293541173,0.6743329569551689,-0.1681680012256979,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0
1976-AZZPJ,0,0,-1.0331224013585836,-1.0157465770204666,-0.89257229679449,-1.0156116852420127,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1976-CFOCS,1,1,-1.2774445836787658,-0.6235624849812615,-0.9854854194546089,-0.6267845831639388,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1977-STDKI,1,1,-1.2774445836787658,0.2738078951084449,-0.9735734806520295,0.27050872932392406,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1980-KXVPM,1,1,-1.196003856238705,0.34194157211525583,-0.8927267108160049,0.340298209184091,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1981-INRFU,1,0,-1.2367242199587354,0.4981504901308715,-0.9332052435988439,0.49981702029304453,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1982-FEBTD,0,0,-0.38159658183809786,-1.3015756610490399,-0.7786809263542731,-1.3047395303769904,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
1984-FCOWB,1,0,1.5322605130033287,1.4869197052297147,2.3801005343386006,1.4868396640296935,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0
1984-GPTEH,0,0,-0.13727439951791576,-1.3165318340505352,-0.6960694248437923,-1.3147094560713004,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
1985-MBRYP,0,0,0.43281069256250926,-1.4993295040688086,-0.6619880443808569,-1.5041380442631824,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
1986-PHGZF,0,1,-0.5851984004382497,-0.21143682894006313,-0.5800824355401586,-0.2080477040029363,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1987-AUELQ,0,0,1.572980876723359,-1.3198554280508674,-0.17913539910371012,-1.3147094560713004,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
1989-PRJHP,1,1,-0.21871512695797646,0.35689774511675104,-0.17020144500177561,0.3602380605727102,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1991-VOPLL,0,0,-0.9516816739185229,-1.5192710680708021,-0.9362273465913502,-1.5141079699574918,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
1996-DBMUS,0,1,0.636412511162661,0.19570343610063728,0.558235671921882,0.20071924946375666,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1998-VHJHK,0,0,-0.21871512695797646,-1.51594747407047,-0.7845927774637014,-1.5141079699574918,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
2000-DHJUY,0,1,1.5322605130033287,0.9119379431722363,1.850636913709879,0.9085839737597372,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
2000-MPKCA,0,0,1.0436161483629647,1.4287568102239003,1.7881212941422682,1.4270201098638358,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0
2001-EWBQU,0,0,1.1250568758030253,1.327387193213767,1.7885845362068131,1.3273208529207403,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
2001-MCUUW,0,0,0.5549717837226003,1.4586691562268908,1.1574282528375535,1.4569298869467648,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
2002-MZHWP,1,0,-1.2774445836787658,-1.4710789550659844,-0.9967355838792671,-1.4742282671802533,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
2003-CKLOR,1,0,1.3693790581232073,1.15456030519649,1.9547781416487255,1.157832116117477,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
2004-OCQXK,1,0,-1.2774445836787658,0.571269558138181,-0.9696248935304338,0.5696065001532115,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2005-DWQZJ,0,0,-0.9924020376385532,-1.5192710680708021,-0.9167932390264014,-1.5141079699574918,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
2007-QVGAW,0,0,1.450819785563268,-1.5093002860698053,-0.4354847339644037,-1.5141079699574918,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
2011-TRQYE,1,0,-0.5851984004382497,-1.0390117350227925,-0.7410700825424253,-1.0355515366306316,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2012-NWRPA,1,1,-0.8702409464784622,1.156222102196656,-0.5067137161746421,1.157832116117477,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
2013-SGDXK,1,0,-1.2774445836787658,0.6493740171459886,-0.9685881136716906,0.6493659057076883,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2014-MKGMH,0,0,0.5549717837226003,1.2077378092018058,1.0564856010586587,1.207681744589025,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0
2017-CCBLH,0,0,-0.9924020376385532,-1.4876969250676457,-0.9433083324351057,-1.4841981928745631,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
2018-PZKMU,0,0,-0.9516816739185229,1.2742096892084507,-0.5776338703418507,1.2774712244491921,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
2018-QKYGT,0,0,-1.2774445836787658,0.5413572121351906,-0.9700219581571863,0.5396967230702829,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2019-HDCZY,0,0,1.2472179669631163,1.2575917192067896,1.7722387090721625,1.257531373060573,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
2023-VQFDL,0,0,-0.5851984004382497,-1.5209328650709681,-0.8518952316982746,-1.5240778956518015,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
2024-BASKD,1,0,-1.2774445836787658,0.3269853991137606,-0.972867587982247,0.3303282834897816,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2025-JKFWI,1,0,-0.7888002190384015,1.1379423351948288,-0.43149202855094654,1.1378922647288578,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1
2026-TGDHM,1,0,-1.0331224013585836,0.48319431712937627,-0.774974989837915,0.47987716890442533,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2027-CWDNU,0,0,-0.5851984004382497,0.6925807391503078,-0.29922538955045447,0.6892456084849266,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
2027-DNKIV,0,0,0.18848851024232707,-0.19980424993890022,-0.033809745712242205,-0.1980777783086267,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
2027-FECZV,1,0,-0.8295205827584318,1.393859073220412,-0.4525805720606981,1.3971103327809073,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
2027-OAQQC,1,0,0.43281069256250926,-0.5221928679711282,-0.08979585808436516,-0.5171154005265335,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
2027-WKXMW,0,0,1.2472179669631163,1.461992750227223,2.0258968281293104,1.4569298869467648,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
2030-BTZRO,0,0,-1.073842765078614,-1.4744025490663168,-0.9583085516679835,-1.4742282671802533,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
2034-CGRHZ,1,1,-0.3408762181180675,1.2692242982079527,0.09572155919284275,1.2675012987548828,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0
2034-GDRCN,1,0,-1.2367242199587354,0.852113251166256,-0.9315728667999721,0.8487644195938797,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
2037-SGXHH,1,0,0.22920887396235742,0.9933659961803765,0.5931994182220454,0.9983133050085238,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
2037-XJFUP,1,0,0.025607055362205665,1.0315873271841969,0.3339823943903604,1.0282230820914524,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0
2038-LLMLM,0,0,0.636412511162661,1.2991366442109427,1.1763329409001657,1.2974110758378112,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
2038-OEQZH,0,0,-1.1552834925186748,0.707536912151803,-0.8698513764858665,0.7091854598735458,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2038-YSEZE,0,0,-0.13727439951791576,0.08934842809000532,-0.2111652789950902,0.09105006682635135,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2039-JONDJ,0,0,-0.21871512695797646,-0.30948285194986425,-0.3538658940208045,-0.307746960946032,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2040-LDIWQ,0,0,1.328658694403177,0.6460504231456566,1.3432986164496528,0.6493659057076883,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
2040-OBMLJ,0,0,-0.05583367207785504,0.5629605731373505,0.11864101181484275,0.5596365744589021,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2040-VZIKE,0,0,0.6771328748826914,1.1994288242009752,1.132788186832959,1.1977118188947153,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2040-XBAVJ,0,0,1.6137012404433895,1.651437608246161,2.5680444576681856,1.6563284008329564,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
2041-JIJCI,0,0,-1.1145631287986444,-0.025315564921457288,-0.8424318580940032,-0.028589041505363788,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2043-WVTQJ,0,0,-1.2774445836787658,-0.30117386694903364,-0.9812059451440527,-0.2977770352517224,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2045-BMBTJ,0,1,0.025607055362205665,-0.1765390919365744,-0.17430444614488624,-0.1781379269200075,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
2049-BAFNW,0,0,-1.2774445836787658,-0.9592454790148185,-0.9899413669326107,-0.9557921310761552,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2050-ONYDQ,0,0,1.328658694403177,-1.288281285047711,-0.275688280842395,-1.2847996789883713,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
2054-PJOCK,0,0,1.1250568758030253,0.5247392421335294,1.1326558319573747,0.5197568716816637,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0
2055-BFOCC,0,1,1.2472179669631163,0.639403235144992,1.3455265901886537,0.6393959800133784,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0
2055-PDADH,1,1,-1.196003856238705,0.18739445109980665,-0.9154696902705592,0.1907493237694473,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2055-SIFSS,0,1,0.9214550572028735,-0.43577942396248975,0.24653993992105583,-0.43735599497205674,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056-EVGZL,0,0,1.450819785563268,1.3622849302172555,2.224782087840524,1.357230630003669,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0
2057-BOYKM,0,1,1.6137012404433895,1.0581760791868549,2.0063965431265696,1.0581328591743815,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0
2057-ZBLPD,1,0,-0.46303730927815856,0.7224930851532981,-0.20781228881362335,0.7191553855678552,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2058-DCJBE,1,0,-1.1145631287986444,0.16579109009764686,-0.8625718583287346,0.1708094723808281,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2061-VVFST,0,0,0.18848851024232707,-1.504314895069307,-0.6505393476428223,-1.5041380442631824,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
2065-MMKGR,0,0,-0.13727439951791576,0.20733601510179994,-0.08807524470177032,0.21068917515806648,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0
2067-QYTCF,0,0,1.2879383306831467,1.541759006235197,2.061941472580078,1.5366892925012416,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
2068-WWXQZ,0,0,0.5549717837226003,-1.4860351280674797,-0.6078328411209823,-1.4841981928745631,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
2070-FNEXE,1,1,-1.0331224013585836,0.38847188811990746,-0.7836001158968198,0.39014783765563876,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070-XYMFH,0,1,-0.38159658183809786,0.4848561141295423,-0.19607682317848965,0.47987716890442533,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2072-ZVJJX,0,0,1.450819785563268,-1.3132082400502028,-0.24332751376205433,-1.3147094560713004,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
2073-QBVBI,0,0,0.35136996512244856,-0.9742016520163135,-0.39180762502161276,-0.9757319824647744,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2074-GKOWZ,1,0,-1.2367242199587354,0.8238627021634316,-0.9239183431620182,0.8188546425109511,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2074-GUHPQ,0,0,-0.6259187641582801,0.9285559131738975,-0.31892420686657186,0.9285238251483564,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0
2075-PUEPR,0,0,0.9214550572028735,-1.5093002860698053,-0.4969856328192022,-1.5141079699574918,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
2075-RMJIK,0,0,-1.1145631287986444,-0.5105602889699653,-0.9031827459871579,-0.5071454748322239,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2077-DDHJK,0,0,1.450819785563268,0.2040124211014679,1.1610238936242583,0.20071924946375666,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
2077-MPJQO,0,1,-1.0331224013585836,0.353574151116419,-0.770607278943636,0.35026813487840036,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2079-FBMZK,1,0,-1.073842765078614,0.14917312009598563,-0.8211889005627367,0.1508696209922089,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2080-CAZNM,0,1,0.35136996512244856,1.3174164112127704,0.8180482926936956,1.3173509272264305,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
2080-GKCWQ,0,0,-1.2367242199587354,0.3386179781149238,-0.9388303258111731,0.340298209184091,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2080-SRCDE,0,0,-1.2774445836787658,-1.3082228490497045,-0.9945737875780583,-1.3047395303769904,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
2081-KJSQF,0,0,-1.2774445836787658,-1.479387940066815,-0.9968458796089207,-1.4742282671802533,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
2081-VEYEH,0,0,-1.196003856238705,1.435403998224565,-0.865218955840419,1.4369900355581458,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
2082-CEFLT,1,0,-1.2774445836787658,-0.6368568609825905,-0.9856618926220545,-0.6367545088582484,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2082-OJVTK,1,0,-0.13727439951791576,0.812230123162269,0.18468609473136594,0.8088847168166418,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
2085-BOJKI,0,0,-0.6259187641582801,1.0598378761870213,-0.30507106322209065,1.0581328591743815,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0
2085-JVGAD,0,0,0.18848851024232707,-1.4760643460664828,-0.6979885705397634,-1.4742282671802533,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
2087-QAREY,0,0,-0.4223169455581282,-0.3344098069523561,-0.48573546839454396,-0.3376567380289608,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2088-IEBAU,0,0,1.450819785563268,0.7773323861587804,1.7068112822416988,0.7789749397337127,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
2091-GPPIQ,0,0,1.6137012404433895,0.4715617381282136,1.5222644673854417,0.4699072432101155,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0
2091-MJTFX,1,0,-0.09655403579788539,-0.45073559696398474,-0.31687270629501646,-0.44732592066636634,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2091-RFFBA,1,1,-0.05583367207785504,0.3037202411114353,-0.027611125705714723,0.30041850640685264,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2096-XOTMO,0,0,-0.6666391278783104,-1.5093002860698053,-0.8840574664652388,-1.5141079699574918,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
2097-YVPKN,0,0,1.328658694403177,-1.2965902700485417,-0.27573239913425635,-1.294769604682681,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
2100-BDNSN,1,0,-1.1145631287986444,0.10596639809166654,-0.8512334573203536,0.10101999252066073,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2101-RANCD,0,0,0.9214550572028735,0.27713148910877694,0.8228792456525194,0.28047865501823344,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2103-ZRXFN,0,0,-1.2774445836787658,-0.46569176996547995,-0.9833898005911921,-0.46726577205498554,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2105-PHWON,0,0,0.025607055362205665,1.0049985751815391,0.32136456291799864,1.0082832307028333,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
2107-FBPTK,0,1,-0.09655403579788539,1.3074456292117733,0.3711961735754555,1.3073810015321212,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
2108-GLPQB,0,0,-0.30015585439803716,-0.3061592579495322,-0.38578547818253106,-0.307746960946032,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2108-XWMPY,1,0,-1.196003856238705,-0.9742016520163135,-0.9586394388569439,-0.9757319824647744,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2108-YKQTY,1,0,-1.1552834925186748,-0.46735356696564595,-0.9390288581245494,-0.46726577205498554,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2111-DWYHN,0,0,-1.2774445836787658,-1.451137391063991,-0.9964708741280988,-1.4542884157916345,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
2114-MGINA,1,0,-0.7480798553183711,0.8321716871642623,-0.5076402003037317,0.828824568205261,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2115-BFTIW,1,0,-0.30015585439803716,0.20567421810163392,-0.22605520249831434,0.21068917515806648,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2120-SMPEX,0,0,-0.30015585439803716,-1.4827115340671475,-0.7691513753122097,-1.4841981928745631,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
2121-JAFOM,0,0,1.6137012404433895,1.6879971422498155,2.6615090589765718,1.6862381779158853,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0
2122-SZZZD,0,0,0.47353105628253955,-1.504314895069307,-0.6371715052088166,-1.5041380442631824,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
2122-YWVYA,0,0,-0.5851984004382497,0.353574151116419,-0.39677093285602083,0.35026813487840036,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2123-AGEEN,0,1,-1.0331224013585836,0.6510358141461547,-0.7368126673777997,0.6493659057076883,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
2123-VSCOT,0,0,1.0843365120829949,0.24389554910545447,0.8449163324372915,0.24059895224099506,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
2126-GSEGL,0,0,1.5322605130033287,0.66599198714765,1.6049421463337148,0.6693057570963074,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
2129-ALKBS,0,0,0.3106496014024182,-1.2816340970470463,-0.5304052389042166,-1.2847996789883713,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
2133-TSRRM,0,0,0.06632741908223602,1.3489905542159264,0.6215674798889287,1.3472607043093592,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
2135-DQWAQ,0,0,-1.1145631287986444,0.6826099571493112,-0.820284475579578,0.6792756827906168,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2135-RXIHG,1,0,-1.2774445836787658,-0.6351950639824245,-0.9856398334761237,-0.6367545088582484,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2137-DQMEV,0,0,1.450819785563268,-0.6634456129852486,0.31055558141195444,-0.6666642859411772,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2138-VFAPZ,0,0,-0.7480798553183711,-1.4976677070686424,-0.8894619572182609,-1.4941681185688727,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
2139-FQHLM,0,0,-0.5444780367182194,0.8371570781647608,-0.26353369143457783,0.8387944938995703,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
2141-RRYGO,1,0,-1.1552834925186748,0.12923155609399234,-0.8905207962229347,0.13092976960358974,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2143-LJULT,0,0,1.4100994218432377,-1.3132082400502028,-0.24114365831491477,-1.3147094560713004,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
2144-BFDSO,0,1,0.7178532386027217,1.461992750227223,1.3906816619088014,1.4569298869467648,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2144-ESWKO,0,0,0.43281069256250926,-0.9825106370171441,-0.3600203957354705,-0.985701908159084,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
2146-EGVDT,0,0,1.0843365120829949,-1.5109620830699715,-0.479580966679878,-1.5141079699574918,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
2150-OEGBV,0,0,-0.21871512695797646,-1.4843733310673135,-0.7575703236985908,-1.4841981928745631,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
